what,kind,bundleId,bundleVersion,description,time
activated,perspective,com.genuitec.myeclipse.perspective,,"com.genuitec.myeclipse.perspective.myeclipseperspective",1410333740781
started,bundle,org.eclipse.osgi,3.6.1.R36x_v20100806,"org.eclipse.osgi",1410333740783
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20100503,"org.eclipse.equinox.simpleconfigurator",1410333740796
started,bundle,com.adobe.flash.codemodel.core,4.5.1.313231,"com.adobe.flash.codemodel.core",1410333740807
started,bundle,com.adobe.flash.codemodel.osgi,4.5.1.313231,"com.adobe.flash.codemodel.osgi",1410333740827
started,bundle,com.adobe.flashbuilder.project.multiplatform.ui,4.5.1.313231,"com.adobe.flashbuilder.project.multiplatform.ui",1410333740844
started,bundle,com.adobe.flexbuilder.dcrad,4.5.1.313231,"com.adobe.flexbuilder.dcrad",1410333740914
started,bundle,com.adobe.flexbuilder.debug.ui,4.5.1.313231,"com.adobe.flexbuilder.debug.ui",1410333740950
started,bundle,com.adobe.flexbuilder.editorcore,4.5.1.313231,"com.adobe.flexbuilder.editorcore",1410333740966
started,bundle,com.adobe.flexbuilder.editors.derived,4.5.1.313231,"com.adobe.flexbuilder.editors.derived",1410333741009
started,bundle,com.adobe.flexbuilder.exportimport,4.5.1.313231,"com.adobe.flexbuilder.exportimport",1410333741041
started,bundle,com.adobe.flexbuilder.flashbridge,4.5.1.313231,"com.adobe.flexbuilder.flashbridge",1410333741109
started,bundle,com.adobe.flexbuilder.flex,4.5.1.313231,"com.adobe.flexbuilder.flex",1410333741191
started,bundle,com.adobe.flexbuilder.multisdk,4.5.1.313231,"com.adobe.flexbuilder.multisdk",1410333741254
started,bundle,com.adobe.flexbuilder.mxmlmodel,4.5.1.313231,"com.adobe.flexbuilder.mxmlmodel",1410333741318
started,bundle,com.adobe.flexbuilder.project,4.5.1.313231,"com.adobe.flexbuilder.project",1410333741318
started,bundle,com.adobe.flexbuilder.project.ui,4.5.1.313231,"com.adobe.flexbuilder.project.ui",1410333741430
started,bundle,com.adobe.flexbuilder.utils.osnative,4.5.1.313231,"com.adobe.flexbuilder.utils.osnative",1410333741431
started,bundle,com.adobe.flexide.amt,4.5.1.313231,"com.adobe.flexide.amt",1410333741432
started,bundle,com.adobe.flexide.editorcore,4.5.1.313231,"com.adobe.flexide.editorcore",1410333741514
started,bundle,com.adobe.flexide.launching,4.5.1.313231,"com.adobe.flexide.launching",1410333741527
started,bundle,com.adobe.flexide.launching.multiplatform,4.5.1.313231,"com.adobe.flexide.launching.multiplatform",1410333741597
started,bundle,com.adobe.flexide.multiplatform.android,4.5.1.313231,"com.adobe.flexide.multiplatform.android",1410333741712
started,bundle,com.adobe.flexide.multiplatform.ios,4.5.1.313231,"com.adobe.flexide.multiplatform.ios",1410333741734
started,bundle,com.adobe.flexide.nativelibs,4.5.1.313231,"com.adobe.flexide.nativelibs",1410333741735
started,bundle,com.adobe.flexide.project.multiplatform,4.5.1.313231,"com.adobe.flexide.project.multiplatform",1410333741764
started,bundle,com.genuitec.eclipse.core.common.platform,9.0.0.me201106162328,"com.genuitec.eclipse.core.common.platform",1410333741780
started,bundle,com.genuitec.eclipse.derby,9.0.0.me201105301859,"com.genuitec.eclipse.derby",1410333741788
started,bundle,com.genuitec.eclipse.easie.core,9.0.0.me201106010603,"com.genuitec.eclipse.easie.core",1410333741870
started,bundle,com.genuitec.eclipse.easie.geronimo1,9.0.0.me201105051700,"com.genuitec.eclipse.easie.geronimo1",1410333741875
started,bundle,com.genuitec.eclipse.easie.geronimo2,9.0.0.me201105301859,"com.genuitec.eclipse.easie.geronimo2",1410333741897
started,bundle,com.genuitec.eclipse.easie.jboss,9.0.0.me201105051700,"com.genuitec.eclipse.easie.jboss",1410333741907
started,bundle,com.genuitec.eclipse.easie.jboss2,9.0.0.me201105051700,"com.genuitec.eclipse.easie.jboss2",1410333741913
started,bundle,com.genuitec.eclipse.easie.jboss3,9.0.0.me201105051700,"com.genuitec.eclipse.easie.jboss3",1410333741919
started,bundle,com.genuitec.eclipse.easie.jboss4,9.0.0.me201105051700,"com.genuitec.eclipse.easie.jboss4",1410333741935
started,bundle,com.genuitec.eclipse.easie.jboss5,9.0.0.me201105051700,"com.genuitec.eclipse.easie.jboss5",1410333741944
started,bundle,com.genuitec.eclipse.easie.jboss6,9.0.0.me201105051700,"com.genuitec.eclipse.easie.jboss6",1410333741960
started,bundle,com.genuitec.eclipse.easie.jetty,9.0.0.me201105051700,"com.genuitec.eclipse.easie.jetty",1410333741970
started,bundle,com.genuitec.eclipse.easie.jetty4,9.0.0.me201105051700,"com.genuitec.eclipse.easie.jetty4",1410333741976
started,bundle,com.genuitec.eclipse.easie.jetty5,9.0.0.me201105051700,"com.genuitec.eclipse.easie.jetty5",1410333741984
started,bundle,com.genuitec.eclipse.easie.jetty6,9.0.0.me201105051700,"com.genuitec.eclipse.easie.jetty6",1410333741988
started,bundle,com.genuitec.eclipse.easie.jetty7,9.0.0.me201105192136,"com.genuitec.eclipse.easie.jetty7",1410333742015
started,bundle,com.genuitec.eclipse.easie.jonas,9.0.0.me201105051700,"com.genuitec.eclipse.easie.jonas",1410333742016
started,bundle,com.genuitec.eclipse.easie.jonas3,9.0.0.me201105051700,"com.genuitec.eclipse.easie.jonas3",1410333742034
started,bundle,com.genuitec.eclipse.easie.jonas4,9.0.0.me201105051700,"com.genuitec.eclipse.easie.jonas4",1410333742042
started,bundle,com.genuitec.eclipse.easie.jonas5,9.0.0.me201105051700,"com.genuitec.eclipse.easie.jonas5",1410333742077
started,bundle,com.genuitec.eclipse.easie.jrun,9.0.0.me201105051700,"com.genuitec.eclipse.easie.jrun",1410333742132
started,bundle,com.genuitec.eclipse.easie.jrun4,9.0.0.me201105051700,"com.genuitec.eclipse.easie.jrun4",1410333742134
started,bundle,com.genuitec.eclipse.easie.oracle,9.0.0.me201105051700,"com.genuitec.eclipse.easie.oracle",1410333742170
started,bundle,com.genuitec.eclipse.easie.oracle10,9.0.0.me201105051700,"com.genuitec.eclipse.easie.oracle10",1410333742218
started,bundle,com.genuitec.eclipse.easie.oracle9,9.0.0.me201105051700,"com.genuitec.eclipse.easie.oracle9",1410333742245
started,bundle,com.genuitec.eclipse.easie.orion1,9.0.0.me201105051700,"com.genuitec.eclipse.easie.orion1",1410333742402
started,bundle,com.genuitec.eclipse.easie.orion2,9.0.0.me201105051700,"com.genuitec.eclipse.easie.orion2",1410333742414
started,bundle,com.genuitec.eclipse.easie.resin,9.0.0.me201105301859,"com.genuitec.eclipse.easie.resin",1410333742424
started,bundle,com.genuitec.eclipse.easie.resin2,9.0.0.me201105051700,"com.genuitec.eclipse.easie.resin2",1410333742442
started,bundle,com.genuitec.eclipse.easie.resin3,9.0.0.me201105051700,"com.genuitec.eclipse.easie.resin3",1410333742486
started,bundle,com.genuitec.eclipse.easie.resin4,9.0.0.me201105051700,"com.genuitec.eclipse.easie.resin4",1410333742515
started,bundle,com.genuitec.eclipse.easie.sun,9.0.0.me201105051700,"com.genuitec.eclipse.easie.sun",1410333742516
started,bundle,com.genuitec.eclipse.easie.sun8,9.0.0.me201105051700,"com.genuitec.eclipse.easie.sun8",1410333742554
started,bundle,com.genuitec.eclipse.easie.sun81,9.0.0.me201105051700,"com.genuitec.eclipse.easie.sun81",1410333742559
started,bundle,com.genuitec.eclipse.easie.sun9,9.0.0.me201105051700,"com.genuitec.eclipse.easie.sun9",1410333742571
started,bundle,com.genuitec.eclipse.easie.sun91,9.0.0.me201105051700,"com.genuitec.eclipse.easie.sun91",1410333742605
started,bundle,com.genuitec.eclipse.easie.sunglassfish,9.0.0.me201105051700,"com.genuitec.eclipse.easie.sunglassfish",1410333742611
started,bundle,com.genuitec.eclipse.easie.sunglassfish2,9.0.0.me201105051700,"com.genuitec.eclipse.easie.sunglassfish2",1410333742613
started,bundle,com.genuitec.eclipse.easie.sunglassfish3,9.0.0.me201105051700,"com.genuitec.eclipse.easie.sunglassfish3",1410333742631
started,bundle,com.genuitec.eclipse.easie.sunglassfishv3final,9.0.0.me201106191713,"com.genuitec.eclipse.easie.sunglassfishv3final",1410333742648
started,bundle,com.genuitec.eclipse.easie.sunwebserver,9.0.0.me201105051700,"com.genuitec.eclipse.easie.sunwebserver",1410333742699
started,bundle,com.genuitec.eclipse.easie.tcserver,9.0.0.me201105051700,"com.genuitec.eclipse.easie.tcserver",1410333742707
started,bundle,com.genuitec.eclipse.easie.tcserver6,9.0.0.me201105051700,"com.genuitec.eclipse.easie.tcserver6",1410333742737
started,bundle,com.genuitec.eclipse.easie.tomcat,9.0.0.me201105051700,"com.genuitec.eclipse.easie.tomcat",1410333742750
started,bundle,com.genuitec.eclipse.easie.tomcat.myeclipse,9.0.0.me201105051700,"com.genuitec.eclipse.easie.tomcat.myeclipse",1410333742764
started,bundle,com.genuitec.eclipse.easie.tomcat4,9.0.0.me201105051700,"com.genuitec.eclipse.easie.tomcat4",1410333742784
started,bundle,com.genuitec.eclipse.easie.tomcat5,9.0.0.me201105051700,"com.genuitec.eclipse.easie.tomcat5",1410333742804
started,bundle,com.genuitec.eclipse.easie.tomcat6,9.0.0.me201105051700,"com.genuitec.eclipse.easie.tomcat6",1410333742833
started,bundle,com.genuitec.eclipse.easie.tomcat7,9.0.0.me201105051700,"com.genuitec.eclipse.easie.tomcat7",1410333742855
started,bundle,com.genuitec.eclipse.easie.weblogic,9.0.0.me201105051700,"com.genuitec.eclipse.easie.weblogic",1410333742867
started,bundle,com.genuitec.eclipse.easie.weblogic10,9.0.0.me201105051700,"com.genuitec.eclipse.easie.weblogic10",1410333742878
started,bundle,com.genuitec.eclipse.easie.weblogic6,9.0.0.me201105051700,"com.genuitec.eclipse.easie.weblogic6",1410333742896
started,bundle,com.genuitec.eclipse.easie.weblogic7,9.0.0.me201105051700,"com.genuitec.eclipse.easie.weblogic7",1410333742912
started,bundle,com.genuitec.eclipse.easie.weblogic8,9.0.0.me201105051700,"com.genuitec.eclipse.easie.weblogic8",1410333742968
started,bundle,com.genuitec.eclipse.easie.weblogic9,9.0.0.me201105051700,"com.genuitec.eclipse.easie.weblogic9",1410333743011
started,bundle,com.genuitec.eclipse.easie.websphere,9.0.0.me201105192136,"com.genuitec.eclipse.easie.websphere",1410333743053
started,bundle,com.genuitec.eclipse.easie.websphere.wasce,9.0.0.me201105301859,"com.genuitec.eclipse.easie.websphere.wasce",1410333743077
started,bundle,com.genuitec.eclipse.easie.websphere5,9.0.0.me201105051700,"com.genuitec.eclipse.easie.websphere5",1410333743123
started,bundle,com.genuitec.eclipse.easie.websphere6,9.0.0.me201105192136,"com.genuitec.eclipse.easie.websphere6",1410333743152
started,bundle,com.genuitec.eclipse.easie.websphere61,9.0.0.me201105192136,"com.genuitec.eclipse.easie.websphere61",1410333743167
started,bundle,com.genuitec.eclipse.examples,9.0.0.me201012172208,"com.genuitec.eclipse.examples",1410333743220
started,bundle,com.genuitec.eclipse.j2eedt.core,9.0.0.me201106292137,"com.genuitec.eclipse.j2eedt.core",1410333743343
started,bundle,com.genuitec.eclipse.jniwrapper,9.0.0.me201105051700,"com.genuitec.eclipse.jniwrapper",1410333743392
started,bundle,com.genuitec.eclipse.memory,9.0.0.me201106071109,"com.genuitec.eclipse.memory",1410333743407
started,bundle,com.genuitec.eclipse.reporting,9.0.0.me201105051700,"com.genuitec.eclipse.reporting",1410333743519
started,bundle,com.genuitec.eclipse.sqlexplorer,9.0.0.me201105051700,"com.genuitec.eclipse.sqlexplorer",1410333743576
started,bundle,com.genuitec.eclipse.templates,9.0.0.me201012090051,"com.genuitec.eclipse.templates",1410333743587
started,bundle,com.genuitec.eclipse.wdt.jsp.debug,9.0.0.me201105051700,"com.genuitec.eclipse.wdt.jsp.debug",1410333743624
started,bundle,com.genuitec.eclipse.web.imagepreviewer,9.0.0.me201012090051,"com.genuitec.eclipse.web.imagepreviewer",1410333743646
started,bundle,com.genuitec.eclipse.wizards,9.0.0.me201103012021,"com.genuitec.eclipse.wizards",1410333743677
started,bundle,com.genuitec.myeclipse.compatibility,9.0.0.me201012090051,"com.genuitec.myeclipse.compatibility",1410333743705
started,bundle,com.genuitec.myeclipse.icefaces,9.0.1.me201106221611,"com.genuitec.myeclipse.icefaces",1410333743715
started,bundle,com.genuitec.myeclipse.perspective,9.0.0.me201106290046,"com.genuitec.myeclipse.perspective",1410333743732
started,bundle,com.genuitec.pulse.client.common.collab.ui,4.0.0.v201105251300,"com.genuitec.pulse.client.common.collab.ui",1410333743762
started,bundle,com.genuitec.pulse.client.common.shortcut,4.0.0.v201105241300,"com.genuitec.pulse.client.common.shortcut",1410333743775
started,bundle,com.genuitec.pulse.client.contrib.ui,4.0.0.v201105241300,"com.genuitec.pulse.client.contrib.ui",1410333743783
started,bundle,com.genuitec.pulse.client.targetcfg.collab.ui,4.0.0.v201105241300,"com.genuitec.pulse.client.targetcfg.collab.ui",1410333743801
started,bundle,com.genuitec.pulse2.client.common,4.0.0.v201106171500,"com.genuitec.pulse2.client.common",1410333743811
started,bundle,com.genuitec.pulse2.client.common.exec,4.0.0.v201106201300,"com.genuitec.pulse2.client.common.exec",1410333743812
started,bundle,com.genuitec.pulse2.client.common.provisioning,4.0.0.v201105241300,"com.genuitec.pulse2.client.common.provisioning",1410333743829
started,bundle,com.genuitec.pulse2.client.installer.common,4.0.0.v201106171500,"com.genuitec.pulse2.client.installer.common",1410333743873
started,bundle,com.genuitec.pulse2.client.installer.ui,4.0.0.v201105241300,"com.genuitec.pulse2.client.installer.ui",1410333743901
started,bundle,com.genuitec.pulse2.client.launcher.ui,4.0.0.v201105241300,"com.genuitec.pulse2.client.launcher.ui",1410333743914
started,bundle,com.genuitec.pulse2.client.properties,3.2.0.v201103141500,"com.genuitec.pulse2.client.properties",1410333743926
started,bundle,com.genuitec.pulse2.client.services,4.0.0.v201105241300,"com.genuitec.pulse2.client.services",1410333743953
started,bundle,com.genuitec.pulse2.client.services.ui,3.2.0.v201102081600,"com.genuitec.pulse2.client.services.ui",1410333743966
started,bundle,com.genuitec.pulse2.client.targetcfg.jdt,3.2.0.v201102081600,"com.genuitec.pulse2.client.targetcfg.jdt",1410333743972
started,bundle,com.genuitec.pulse2.client.targetcfg.ui,4.0.0.v201106171500,"com.genuitec.pulse2.client.targetcfg.ui",1410333743973
started,bundle,com.genuitec.pulse2.client.updatesite,4.0.0.v201105241300,"com.genuitec.pulse2.client.updatesite",1410333743989
started,bundle,com.genuitec.pulse2.common,4.0.0.v201106221500,"com.genuitec.pulse2.common",1410333744020
started,bundle,com.genuitec.pulse2.common.http,4.0.0.v201105241300,"com.genuitec.pulse2.common.http",1410333744049
started,bundle,com.genuitec.pulse2.common.http.httpclient,4.0.0.v201105241300,"com.genuitec.pulse2.common.http.httpclient",1410333744081
started,bundle,com.genuitec.pulse2.common.http.httpclient.ws,3.2.0.v201102081600,"com.genuitec.pulse2.common.http.httpclient.ws",1410333744088
started,bundle,com.genuitec.pulse2.common.ui,4.0.0.v201105241300,"com.genuitec.pulse2.common.ui",1410333744114
started,bundle,com.genuitec.pulse2.model,3.2.0.v201103141500,"com.genuitec.pulse2.model",1410333744162
started,bundle,com.ibm.icu,4.2.1.v20100412,"com.ibm.icu",1410333744177
started,bundle,com.qnx.flexide.multiplatform.qnx,1.0.1.201104252316,"com.qnx.flexide.multiplatform.qnx",1410333744199
started,bundle,com.qnx.tools.bbt.core,1.0.1.201104252316,"com.qnx.tools.bbt.core",1410333744200
started,bundle,org.eclipse.atf.mozilla.ide.debug.ui,0.2.2.me201103110135,"org.eclipse.atf.mozilla.ide.debug.ui",1410333744234
started,bundle,org.eclipse.atf.mozilla.ide.ui,0.2.2.me201012090051,"org.eclipse.atf.mozilla.ide.ui",1410333744256
started,bundle,org.eclipse.birt.chart.engine,2.6.1.v20100909,"org.eclipse.birt.chart.engine",1410333744265
started,bundle,org.eclipse.birt.chart.reportitem,2.6.1.v20100914,"org.eclipse.birt.chart.reportitem",1410333744281
started,bundle,org.eclipse.birt.chart.reportitem.ui,2.6.1.me201103162335,"org.eclipse.birt.chart.reportitem.ui",1410333744298
started,bundle,org.eclipse.birt.chart.ui,2.6.1.v20100819,"org.eclipse.birt.chart.ui",1410333744318
started,bundle,org.eclipse.birt.chart.ui.extension,2.6.1.v20100902,"org.eclipse.birt.chart.ui.extension",1410333744354
started,bundle,org.eclipse.birt.core,2.6.1.v20100819,"org.eclipse.birt.core",1410333744363
started,bundle,org.eclipse.birt.core.ui,2.6.1.v20100812,"org.eclipse.birt.core.ui",1410333744383
started,bundle,org.eclipse.birt.data,2.6.1.v20100915,"org.eclipse.birt.data",1410333744435
started,bundle,org.eclipse.birt.integration.wtp.ui,2.6.0.me201012090051,"org.eclipse.birt.integration.wtp.ui",1410333744450
started,bundle,org.eclipse.birt.report.designer.core,2.6.1.me201012090051,"org.eclipse.birt.report.designer.core",1410333744471
started,bundle,org.eclipse.birt.report.designer.ui,2.6.1.me201012090051,"org.eclipse.birt.report.designer.ui",1410333744507
started,bundle,org.eclipse.birt.report.designer.ui.cubebuilder,2.6.1.v20100902,"org.eclipse.birt.report.designer.ui.cubebuilder",1410333744519
started,bundle,org.eclipse.birt.report.designer.ui.data,2.6.1.me201102240211,"org.eclipse.birt.report.designer.ui.data",1410333744577
started,bundle,org.eclipse.birt.report.designer.ui.ide,2.6.1.me201012090051,"org.eclipse.birt.report.designer.ui.ide",1410333744617
started,bundle,org.eclipse.birt.report.designer.ui.lib,2.6.1.v20100902,"org.eclipse.birt.report.designer.ui.lib",1410333744626
started,bundle,org.eclipse.birt.report.designer.ui.preview.web,2.6.1.me201012090051,"org.eclipse.birt.report.designer.ui.preview.web",1410333744656
started,bundle,org.eclipse.birt.report.designer.ui.views,2.6.1.v20100902,"org.eclipse.birt.report.designer.ui.views",1410333744721
started,bundle,org.eclipse.birt.report.engine,2.6.1.v20100915,"org.eclipse.birt.report.engine",1410333744766
started,bundle,org.eclipse.birt.report.item.crosstab.core,2.6.1.v20100902,"org.eclipse.birt.report.item.crosstab.core",1410333744792
started,bundle,org.eclipse.birt.report.item.crosstab.ui,2.6.1.me201012090051,"org.eclipse.birt.report.item.crosstab.ui",1410333744809
started,bundle,org.eclipse.birt.report.model,2.6.1.v20100909,"org.eclipse.birt.report.model",1410333744842
started,bundle,org.eclipse.birt.report.viewer,2.6.1.v20100913,"org.eclipse.birt.report.viewer",1410333744857
started,bundle,org.eclipse.core.contenttype,3.4.100.v20100505-1235,"org.eclipse.core.contenttype",1410333744870
started,bundle,org.eclipse.core.databinding.observable,1.3.0.I20100601-0800,"org.eclipse.core.databinding.observable",1410333744884
started,bundle,org.eclipse.core.expressions,3.4.200.v20100505,"org.eclipse.core.expressions",1410333744904
started,bundle,org.eclipse.core.filebuffers,3.5.100.v20100520-0800,"org.eclipse.core.filebuffers",1410333744921
started,bundle,org.eclipse.core.filesystem,1.3.1.R36x_v20100727-0745,"org.eclipse.core.filesystem",1410333744937
started,bundle,org.eclipse.core.jobs,3.5.1.R36x_v20100824,"org.eclipse.core.jobs",1410333744958
started,bundle,org.eclipse.core.net,1.2.100.I20100511-0800,"org.eclipse.core.net",1410333744965
started,bundle,org.eclipse.core.resources,3.6.0.R36x_v20100825-0600,"org.eclipse.core.resources",1410333744978
started,bundle,org.eclipse.core.runtime,3.6.0.v20100505,"org.eclipse.core.runtime",1410333744986
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1410333745011
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20100517,"org.eclipse.core.runtime.compatibility.auth",1410333745026
started,bundle,org.eclipse.datatools.connectivity.oda,3.3.1.v201008030730,"org.eclipse.datatools.connectivity.oda",1410333745039
started,bundle,org.eclipse.debug.core,3.6.0.v20100519,"org.eclipse.debug.core",1410333745067
started,bundle,org.eclipse.dltk.core,1.0.0.me201101171005,"org.eclipse.dltk.core",1410333745083
started,bundle,org.eclipse.dltk.launching,2.0.0.me201106292137,"org.eclipse.dltk.launching",1410333745094
started,bundle,org.eclipse.dltk.ui,1.0.0.me201012090051,"org.eclipse.dltk.ui",1410333745158
started,bundle,org.eclipse.draw2d,3.6.1.v20100913-2020,"org.eclipse.draw2d",1410333745171
started,bundle,org.eclipse.ecf,3.1.0.v20100529-0735,"org.eclipse.ecf",1410333745186
started,bundle,org.eclipse.ecf.filetransfer,4.0.0.v20100529-0735,"org.eclipse.ecf.filetransfer",1410333745201
